Cylinder #, Time Hit, Date
012,20:06:00.5912 PM,2023/12/05
011,20:06:01.1105 PM,2023/12/05
010,20:06:01.4638 PM,2023/12/05
020,20:06:01.8416 PM,2023/12/05
018,20:06:02.2526 PM,2023/12/05
019,20:06:02.6859 PM,2023/12/05
002,20:06:04.3566 PM,2023/12/05
007,20:06:04.9182 PM,2023/12/05
005,20:06:05.5395 PM,2023/12/05
008,20:06:05.8510 PM,2023/12/05
009,20:06:06.2838 PM,2023/12/05
016,20:06:06.7060 PM,2023/12/05
ere,20:06:07.6168 PM,2023/12/05
017,20:06:08.0837 PM,2023/12/05
023,20:06:08.6824 PM,2023/12/05
024,20:06:09.1603 PM,2023/12/05
021,20:06:09.6483 PM,2023/12/05
015,20:06:09.9383 PM,2023/12/05
022,20:06:10.3263 PM,2023/12/05
037,20:06:10.5930 PM,2023/12/05
036,20:06:10.9149 PM,2023/12/05
038,20:06:11.2708 PM,2023/12/05
039,20:06:11.6706 PM,2023/12/05
040,20:06:12.4627 PM,2023/12/05
026,20:06:13.4857 PM,2023/12/05
027,20:06:22.2154 PM,2023/12/05
025,20:06:22.7355 PM,2023/12/05
035,20:06:23.1874 PM,2023/12/05
034,20:06:23.6313 PM,2023/12/05
033,20:06:24.1425 PM,2023/12/05
032,20:06:24.5419 PM,2023/12/05
031,20:06:25.0534 PM,2023/12/05
041,20:06:25.3198 PM,2023/12/05
004,20:06:26.1754 PM,2023/12/05
030,20:06:27.4233 PM,2023/12/05
006,20:06:27.9312 PM,2023/12/05
001,20:06:28.5618 PM,2023/12/05
003,20:06:30.5563 PM,2023/12/05
028,20:06:31.2405 PM,2023/12/05
029,20:06:31.7504 PM,2023/12/05
014,20:06:32.3833 PM,2023/12/05
013,20:06:33.0943 PM,2023/12/05
