Cylinder #, Time Hit, Date
007,18:21:42.1847 PM,2023/12/03
008,18:21:42.4278 PM,2023/12/03
009,18:21:42.5607 PM,2023/12/03
010,18:21:42.6618 PM,2023/12/03
040,18:21:42.7730 PM,2023/12/03
039,18:21:42.8396 PM,2023/12/03
038,18:21:42.9735 PM,2023/12/03
037,18:21:43.0615 PM,2023/12/03
036,18:21:43.1166 PM,2023/12/03
035,18:21:43.1617 PM,2023/12/03
034,18:21:43.2175 PM,2023/12/03
033,18:21:43.2736 PM,2023/12/03
031,18:21:43.4393 PM,2023/12/03
030,18:21:43.4505 PM,2023/12/03
029,18:21:43.6511 PM,2023/12/03
028,18:21:43.7625 PM,2023/12/03
027,18:21:43.8513 PM,2023/12/03
026,18:21:43.9402 PM,2023/12/03
025,18:21:44.0402 PM,2023/12/03
024,18:21:44.1166 PM,2023/12/03
023,18:21:44.2069 PM,2023/12/03
022,18:21:44.3168 PM,2023/12/03
021,18:21:44.3957 PM,2023/12/03
011,18:21:44.5281 PM,2023/12/03
012,18:21:44.5727 PM,2023/12/03
013,18:21:44.6398 PM,2023/12/03
014,18:21:44.7059 PM,2023/12/03
015,18:21:44.7507 PM,2023/12/03
017,18:21:44.8727 PM,2023/12/03
018,18:21:44.8958 PM,2023/12/03
019,18:21:44.9394 PM,2023/12/03
020,18:21:45.0060 PM,2023/12/03
001,18:21:45.0946 PM,2023/12/03
002,18:21:45.2067 PM,2023/12/03
003,18:21:45.2947 PM,2023/12/03
004,18:21:45.3618 PM,2023/12/03
005,18:21:45.4397 PM,2023/12/03
006,18:21:45.5171 PM,2023/12/03
032,18:21:46.2177 PM,2023/12/03
016,18:21:47.1066 PM,2023/12/03
