Cylinder #, Time Hit, Date
001,16:36:06.1320 PM,2023/12/03
002,16:36:06.2535 PM,2023/12/03
003,16:36:06.6397 PM,2023/12/03
004,16:36:06.7610 PM,2023/12/03
005,16:36:06.9680 PM,2023/12/03
006,16:36:07.1186 PM,2023/12/03
007,16:36:07.2756 PM,2023/12/03
008,16:36:07.4438 PM,2023/12/03
010,16:36:07.6489 PM,2023/12/03
011,16:36:07.8208 PM,2023/12/03
012,16:36:07.9978 PM,2023/12/03
013,16:36:08.1209 PM,2023/12/03
014,16:36:08.2786 PM,2023/12/03
016,16:36:08.5860 PM,2023/12/03
017,16:36:08.9638 PM,2023/12/03
018,16:36:09.1635 PM,2023/12/03
019,16:36:09.2644 PM,2023/12/03
020,16:36:09.4763 PM,2023/12/03
021,16:36:09.7100 PM,2023/12/03
022,16:36:09.9197 PM,2023/12/03
023,16:36:10.1681 PM,2023/12/03
024,16:36:10.3958 PM,2023/12/03
026,16:36:11.0437 PM,2023/12/03
025,16:36:11.1089 PM,2023/12/03
027,16:36:11.7089 PM,2023/12/03
028,16:36:11.8095 PM,2023/12/03
009,16:36:12.5867 PM,2023/12/03
029,16:36:13.3648 PM,2023/12/03
030,16:36:13.4281 PM,2023/12/03
031,16:36:13.5410 PM,2023/12/03
032,16:36:13.7322 PM,2023/12/03
033,16:36:13.8865 PM,2023/12/03
034,16:36:13.9212 PM,2023/12/03
035,16:36:14.3094 PM,2023/12/03
036,16:36:14.4093 PM,2023/12/03
037,16:36:14.4993 PM,2023/12/03
038,16:36:14.5969 PM,2023/12/03
039,16:36:14.6981 PM,2023/12/03
040,16:36:14.8312 PM,2023/12/03
041,16:36:14.9971 PM,2023/12/03
042,16:36:15.2190 PM,2023/12/03
045,16:36:15.5428 PM,2023/12/03
046,16:36:15.6101 PM,2023/12/03
047,16:36:15.7346 PM,2023/12/03
048,16:36:15.9445 PM,2023/12/03
049,16:36:16.1499 PM,2023/12/03
050,16:36:16.2119 PM,2023/12/03
051,16:36:16.3224 PM,2023/12/03
052,16:36:16.4536 PM,2023/12/03
053,16:36:16.6646 PM,2023/12/03
054,16:36:16.8103 PM,2023/12/03
059,16:36:17.7537 PM,2023/12/03
058,16:36:17.7646 PM,2023/12/03
057,16:36:17.8537 PM,2023/12/03
056,16:36:17.9046 PM,2023/12/03
055,16:36:17.9659 PM,2023/12/03
060,16:36:18.9086 PM,2023/12/03
061,16:36:19.1428 PM,2023/12/03
062,16:36:19.9312 PM,2023/12/03
063,16:36:20.1093 PM,2023/12/03
064,16:36:20.6645 PM,2023/12/03
065,16:36:21.0860 PM,2023/12/03
066,16:36:21.3312 PM,2023/12/03
067,16:36:21.5075 PM,2023/12/03
068,16:36:21.7202 PM,2023/12/03
069,16:36:21.9652 PM,2023/12/03
070,16:36:22.1457 PM,2023/12/03
071,16:36:22.3546 PM,2023/12/03
072,16:36:22.5427 PM,2023/12/03
073,16:36:22.7650 PM,2023/12/03
074,16:36:23.0046 PM,2023/12/03
075,16:36:23.3318 PM,2023/12/03
076,16:36:23.4420 PM,2023/12/03
077,16:36:23.7670 PM,2023/12/03
078,16:36:23.9372 PM,2023/12/03
079,16:36:24.0825 PM,2023/12/03
080,16:36:24.2250 PM,2023/12/03
081,16:36:24.3908 PM,2023/12/03
082,16:36:24.5691 PM,2023/12/03
083,16:36:24.7369 PM,2023/12/03
084,16:36:24.9908 PM,2023/12/03
085,16:36:25.2842 PM,2023/12/03
086,16:36:25.4346 PM,2023/12/03
087,16:36:25.5817 PM,2023/12/03
088,16:36:25.7019 PM,2023/12/03
089,16:36:25.8597 PM,2023/12/03
090,16:36:26.0126 PM,2023/12/03
091,16:36:26.2248 PM,2023/12/03
092,16:36:26.3796 PM,2023/12/03
093,16:36:26.5262 PM,2023/12/03
094,16:36:26.7128 PM,2023/12/03
095,16:36:26.9358 PM,2023/12/03
096,16:36:27.1358 PM,2023/12/03
097,16:36:27.2801 PM,2023/12/03
098,16:36:27.4392 PM,2023/12/03
099,16:36:27.5681 PM,2023/12/03
100,16:36:27.7256 PM,2023/12/03
101,16:36:27.8701 PM,2023/12/03
102,16:36:28.0347 PM,2023/12/03
103,16:36:28.1671 PM,2023/12/03
104,16:36:28.2458 PM,2023/12/03
105,16:36:28.3798 PM,2023/12/03
106,16:36:28.5458 PM,2023/12/03
107,16:36:28.7237 PM,2023/12/03
108,16:36:28.8357 PM,2023/12/03
109,16:36:29.1800 PM,2023/12/03
110,16:36:29.4239 PM,2023/12/03
111,16:36:29.5693 PM,2023/12/03
112,16:36:29.6907 PM,2023/12/03
113,16:36:29.8468 PM,2023/12/03
114,16:36:30.0137 PM,2023/12/03
115,16:36:30.1807 PM,2023/12/03
116,16:36:30.3386 PM,2023/12/03
117,16:36:30.5911 PM,2023/12/03
118,16:36:30.9569 PM,2023/12/03
119,16:36:31.1129 PM,2023/12/03
120,16:36:31.2580 PM,2023/12/03
121,16:36:31.3798 PM,2023/12/03
122,16:36:31.5361 PM,2023/12/03
123,16:36:31.8375 PM,2023/12/03
124,16:36:32.0819 PM,2023/12/03
125,16:36:32.2906 PM,2023/12/03
126,16:36:32.5126 PM,2023/12/03
127,16:36:32.7238 PM,2023/12/03
128,16:36:32.9711 PM,2023/12/03
129,16:36:33.1888 PM,2023/12/03
130,16:36:33.4009 PM,2023/12/03
131,16:36:33.6570 PM,2023/12/03
132,16:36:33.8339 PM,2023/12/03
133,16:36:34.0040 PM,2023/12/03
134,16:36:34.1904 PM,2023/12/03
135,16:36:34.3798 PM,2023/12/03
136,16:36:34.5685 PM,2023/12/03
137,16:36:34.7129 PM,2023/12/03
138,16:36:34.8914 PM,2023/12/03
139,16:36:35.2355 PM,2023/12/03
140,16:36:35.3015 PM,2023/12/03
141,16:36:35.6239 PM,2023/12/03
142,16:36:35.8690 PM,2023/12/03
143,16:36:36.0458 PM,2023/12/03
144,16:36:36.1898 PM,2023/12/03
145,16:36:36.3460 PM,2023/12/03
146,16:36:36.5353 PM,2023/12/03
147,16:36:36.6821 PM,2023/12/03
148,16:36:36.7906 PM,2023/12/03
149,16:36:36.9458 PM,2023/12/03
150,16:36:37.1436 PM,2023/12/03
044,16:36:40.6343 PM,2023/12/03
043,16:36:40.6894 PM,2023/12/03
015,16:36:49.2351 PM,2023/12/03
