Cylinder #, Time Hit, Date
005,12:46:39.6910 PM,2023/12/03
004,12:46:39.7472 PM,2023/12/03
007,12:47:15.3462 PM,2023/12/03
008,12:47:15.4117 PM,2023/12/03
006,12:47:15.6338 PM,2023/12/03
002,12:47:16.7930 PM,2023/12/03
001,12:47:16.8149 PM,2023/12/03
003,12:48:28.4604 PM,2023/12/03
020,12:48:28.9432 PM,2023/12/03
019,12:48:29.0277 PM,2023/12/03
018,12:48:29.1060 PM,2023/12/03
011,12:48:29.4261 PM,2023/12/03
021,12:48:29.4367 PM,2023/12/03
022,12:48:29.6477 PM,2023/12/03
023,12:48:29.6594 PM,2023/12/03
012,12:48:29.9145 PM,2023/12/03
014,12:48:30.1377 PM,2023/12/03
015,12:48:30.1926 PM,2023/12/03
016,12:48:30.2373 PM,2023/12/03
013,12:48:30.4602 PM,2023/12/03
017,12:48:30.9703 PM,2023/12/03
025,12:48:32.3697 PM,2023/12/03
024,12:48:32.6142 PM,2023/12/03
026,12:48:33.0160 PM,2023/12/03
027,12:48:33.0488 PM,2023/12/03
028,12:48:33.1043 PM,2023/12/03
029,12:48:33.1706 PM,2023/12/03
032,12:48:33.5699 PM,2023/12/03
033,12:48:33.7485 PM,2023/12/03
034,12:48:33.8485 PM,2023/12/03
035,12:48:33.9260 PM,2023/12/03
040,12:48:34.5262 PM,2023/12/03
039,12:48:34.5700 PM,2023/12/03
038,12:48:34.6808 PM,2023/12/03
031,12:48:35.9145 PM,2023/12/03
030,12:48:36.5699 PM,2023/12/03
036,12:48:37.6376 PM,2023/12/03
037,12:48:37.9034 PM,2023/12/03
010,12:48:38.6366 PM,2023/12/03
009,12:48:38.7477 PM,2023/12/03
