Cylinder #, Time Hit, Date
025,12:12:29.1316 PM,2023/12/05
027,12:12:30.9967 PM,2023/12/05
026,12:12:31.5083 PM,2023/12/05
004,12:12:32.0187 PM,2023/12/05
003,12:12:33.0294 PM,2023/12/05
006,12:12:33.5182 PM,2023/12/05
ere,12:12:34.5569 PM,2023/12/05
002,12:12:35.0019 PM,2023/12/05
005,12:12:35.5838 PM,2023/12/05
007,12:12:35.8839 PM,2023/12/05
008,12:13:05.1825 PM,2023/12/05
001,12:13:08.2799 PM,2023/12/05
010,12:13:09.3582 PM,2023/12/05
011,12:13:09.8908 PM,2023/12/05
012,12:13:10.2799 PM,2023/12/05
013,12:13:10.7799 PM,2023/12/05
014,12:13:11.4009 PM,2023/12/05
020,12:13:11.8121 PM,2023/12/05
018,12:13:12.1559 PM,2023/12/05
019,12:13:12.5739 PM,2023/12/05
017,12:13:12.9449 PM,2023/12/05
016,12:13:13.6888 PM,2023/12/05
009,12:13:14.4109 PM,2023/12/05
022,12:13:15.0551 PM,2023/12/05
015,12:13:15.4767 PM,2023/12/05
021,12:13:15.8109 PM,2023/12/05
023,12:13:16.2102 PM,2023/12/05
024,12:13:16.6094 PM,2023/12/05
