Cylinder #, Time Hit, Date
009,12:48:39.1362 PM,2023/12/03
008,12:48:39.1474 PM,2023/12/03
010,12:48:39.8467 PM,2023/12/03
040,12:48:39.9585 PM,2023/12/03
007,12:48:40.6584 PM,2023/12/03
006,12:48:40.7915 PM,2023/12/03
005,12:48:40.9026 PM,2023/12/03
004,12:48:41.0359 PM,2023/12/03
001,12:48:41.3584 PM,2023/12/03
020,12:48:41.4136 PM,2023/12/03
002,12:48:41.8804 PM,2023/12/03
003,12:48:41.9812 PM,2023/12/03
019,12:48:42.5578 PM,2023/12/03
018,12:48:42.6363 PM,2023/12/03
017,12:48:42.7025 PM,2023/12/03
016,12:48:42.7804 PM,2023/12/03
015,12:48:42.8812 PM,2023/12/03
013,12:48:43.5588 PM,2023/12/03
014,12:48:43.6144 PM,2023/12/03
012,12:48:43.8804 PM,2023/12/03
011,12:48:43.9138 PM,2023/12/03
021,12:48:44.0697 PM,2023/12/03
023,12:48:44.5868 PM,2023/12/03
024,12:48:44.5960 PM,2023/12/03
025,12:48:44.5960 PM,2023/12/03
022,12:48:44.7696 PM,2023/12/03
027,12:48:45.4246 PM,2023/12/03
028,12:48:45.8246 PM,2023/12/03
026,12:48:45.9803 PM,2023/12/03
029,12:48:46.4915 PM,2023/12/03
030,12:48:46.9247 PM,2023/12/03
031,12:48:47.1147 PM,2023/12/03
032,12:48:47.3695 PM,2023/12/03
033,12:48:47.4697 PM,2023/12/03
034,12:48:47.5365 PM,2023/12/03
038,12:48:48.1364 PM,2023/12/03
037,12:48:48.1597 PM,2023/12/03
036,12:48:48.2026 PM,2023/12/03
035,12:48:48.2587 PM,2023/12/03
039,12:48:48.8035 PM,2023/12/03
