Cylinder #, Time Hit, Date
016,14:13:47.3084 PM,2023/12/03
076,14:13:47.3417 PM,2023/12/03
075,14:13:47.8089 PM,2023/12/03
017,14:13:47.8643 PM,2023/12/03
074,14:13:48.0757 PM,2023/12/03
073,14:13:48.2659 PM,2023/12/03
072,14:13:48.4228 PM,2023/12/03
059,14:13:48.5003 PM,2023/12/03
071,14:13:48.6781 PM,2023/12/03
068,14:13:49.4338 PM,2023/12/03
069,14:13:49.7335 PM,2023/12/03
070,14:13:49.8888 PM,2023/12/03
067,14:13:50.9569 PM,2023/12/03
066,14:13:51.3592 PM,2023/12/03
065,14:13:51.6370 PM,2023/12/03
064,14:13:51.8926 PM,2023/12/03
063,14:13:52.2262 PM,2023/12/03
062,14:13:52.4469 PM,2023/12/03
061,14:13:52.6816 PM,2023/12/03
060,14:13:53.1128 PM,2023/12/03
058,14:13:53.7539 PM,2023/12/03
057,14:13:54.1085 PM,2023/12/03
056,14:13:54.3312 PM,2023/12/03
055,14:13:54.5650 PM,2023/12/03
054,14:13:54.8976 PM,2023/12/03
053,14:13:55.2316 PM,2023/12/03
052,14:13:55.6198 PM,2023/12/03
051,14:13:55.8867 PM,2023/12/03
046,14:13:56.0748 PM,2023/12/03
050,14:13:56.3085 PM,2023/12/03
045,14:13:56.4647 PM,2023/12/03
049,14:13:56.6196 PM,2023/12/03
048,14:13:57.1200 PM,2023/12/03
047,14:13:57.3978 PM,2023/12/03
044,14:13:58.1533 PM,2023/12/03
043,14:13:58.4417 PM,2023/12/03
042,14:13:58.7530 PM,2023/12/03
041,14:13:59.3305 PM,2023/12/03
040,14:13:59.8087 PM,2023/12/03
038,14:14:00.1539 PM,2023/12/03
037,14:14:00.4316 PM,2023/12/03
036,14:14:00.7761 PM,2023/12/03
035,14:14:01.0983 PM,2023/12/03
034,14:14:01.6089 PM,2023/12/03
033,14:14:02.0195 PM,2023/12/03
024,14:14:02.8087 PM,2023/12/03
032,14:14:03.7747 PM,2023/12/03
031,14:14:04.2533 PM,2023/12/03
030,14:14:04.7420 PM,2023/12/03
029,14:14:05.2191 PM,2023/12/03
028,14:14:05.6645 PM,2023/12/03
027,14:14:06.2201 PM,2023/12/03
026,14:14:06.8874 PM,2023/12/03
025,14:14:07.5089 PM,2023/12/03
023,14:14:08.2982 PM,2023/12/03
022,14:14:08.8539 PM,2023/12/03
021,14:14:09.2539 PM,2023/12/03
020,14:14:09.5323 PM,2023/12/03
019,14:14:09.7651 PM,2023/12/03
018,14:14:10.0758 PM,2023/12/03
014,14:14:11.0330 PM,2023/12/03
013,14:14:11.5205 PM,2023/12/03
012,14:14:11.8875 PM,2023/12/03
011,14:14:12.1541 PM,2023/12/03
010,14:14:12.6650 PM,2023/12/03
009,14:14:12.9650 PM,2023/12/03
008,14:14:13.2981 PM,2023/12/03
007,14:14:13.5303 PM,2023/12/03
006,14:14:13.8539 PM,2023/12/03
005,14:14:14.2204 PM,2023/12/03
004,14:14:14.4760 PM,2023/12/03
003,14:14:15.0095 PM,2023/12/03
002,14:14:15.3303 PM,2023/12/03
001,14:14:15.6529 PM,2023/12/03
091,14:14:16.4981 PM,2023/12/03
090,14:14:16.8093 PM,2023/12/03
089,14:14:17.3539 PM,2023/12/03
088,14:14:17.5763 PM,2023/12/03
087,14:14:17.9981 PM,2023/12/03
086,14:14:18.3980 PM,2023/12/03
085,14:14:18.7527 PM,2023/12/03
084,14:14:19.0650 PM,2023/12/03
083,14:14:19.3648 PM,2023/12/03
082,14:14:19.7754 PM,2023/12/03
081,14:14:20.1760 PM,2023/12/03
080,14:14:20.6097 PM,2023/12/03
079,14:14:21.0569 PM,2023/12/03
078,14:14:21.7037 PM,2023/12/03
077,14:14:22.1482 PM,2023/12/03
015,14:14:22.9817 PM,2023/12/03
