Cylinder #, Time Hit, Date
032,12:51:30.6238 PM,2023/12/05
033,12:51:30.7679 PM,2023/12/05
034,12:51:32.2753 PM,2023/12/05
035,12:51:32.6286 PM,2023/12/05
024,12:51:32.7282 PM,2023/12/05
036,12:51:32.8616 PM,2023/12/05
037,12:51:33.0829 PM,2023/12/05
038,12:51:33.2395 PM,2023/12/05
040,12:51:33.3949 PM,2023/12/05
041,12:51:33.5504 PM,2023/12/05
042,12:51:33.7279 PM,2023/12/05
043,12:51:33.9386 PM,2023/12/05
044,12:51:34.1388 PM,2023/12/05
045,12:51:34.4048 PM,2023/12/05
050,12:51:34.4500 PM,2023/12/05
046,12:51:34.5830 PM,2023/12/05
047,12:51:34.8270 PM,2023/12/05
048,12:51:35.0274 PM,2023/12/05
049,12:51:35.8952 PM,2023/12/05
052,12:51:37.2738 PM,2023/12/05
051,12:51:37.3613 PM,2023/12/05
053,12:51:38.4750 PM,2023/12/05
054,12:51:38.8058 PM,2023/12/05
055,12:51:39.0711 PM,2023/12/05
056,12:51:39.2811 PM,2023/12/05
057,12:51:39.4586 PM,2023/12/05
058,12:51:39.6819 PM,2023/12/05
059,12:51:39.8803 PM,2023/12/05
072,12:51:40.0141 PM,2023/12/05
071,12:51:41.0799 PM,2023/12/05
070,12:51:41.6131 PM,2023/12/05
069,12:51:42.1237 PM,2023/12/05
068,12:51:42.4688 PM,2023/12/05
067,12:51:42.7568 PM,2023/12/05
066,12:51:43.0909 PM,2023/12/05
065,12:51:43.3903 PM,2023/12/05
063,12:51:43.7899 PM,2023/12/05
061,12:51:44.5344 PM,2023/12/05
060,12:51:44.7560 PM,2023/12/05
062,12:51:45.6563 PM,2023/12/05
064,12:51:46.2226 PM,2023/12/05
014,12:51:46.9219 PM,2023/12/05
015,12:51:47.1111 PM,2023/12/05
076,12:51:47.3888 PM,2023/12/05
016,12:51:47.3992 PM,2023/12/05
075,12:51:47.5662 PM,2023/12/05
074,12:51:47.8100 PM,2023/12/05
073,12:51:47.9881 PM,2023/12/05
017,12:51:48.6209 PM,2023/12/05
018,12:51:49.1429 PM,2023/12/05
019,12:51:49.2879 PM,2023/12/05
020,12:51:49.3979 PM,2023/12/05
021,12:51:49.5100 PM,2023/12/05
023,12:51:50.4140 PM,2023/12/05
022,12:51:50.4699 PM,2023/12/05
025,12:51:51.7192 PM,2023/12/05
026,12:51:51.8642 PM,2023/12/05
027,12:51:52.4081 PM,2023/12/05
030,12:51:52.6637 PM,2023/12/05
031,12:51:52.7188 PM,2023/12/05
029,12:51:53.1191 PM,2023/12/05
028,12:51:53.3080 PM,2023/12/05
077,12:51:54.6451 PM,2023/12/05
078,12:51:54.8402 PM,2023/12/05
079,12:51:55.1402 PM,2023/12/05
080,12:51:55.4064 PM,2023/12/05
081,12:51:55.6174 PM,2023/12/05
082,12:51:55.9401 PM,2023/12/05
083,12:51:56.3618 PM,2023/12/05
084,12:51:56.8002 PM,2023/12/05
085,12:51:57.3735 PM,2023/12/05
086,12:51:59.4972 PM,2023/12/05
087,12:51:59.9066 PM,2023/12/05
088,12:52:00.2487 PM,2023/12/05
089,12:52:00.4715 PM,2023/12/05
090,12:52:00.7489 PM,2023/12/05
091,12:52:01.0039 PM,2023/12/05
001,12:52:02.3309 PM,2023/12/05
002,12:52:02.6179 PM,2023/12/05
003,12:52:03.5855 PM,2023/12/05
004,12:52:04.0959 PM,2023/12/05
005,12:52:04.5369 PM,2023/12/05
006,12:52:04.8579 PM,2023/12/05
007,12:52:05.0452 PM,2023/12/05
008,12:52:05.1796 PM,2023/12/05
009,12:52:05.3250 PM,2023/12/05
010,12:52:05.4687 PM,2023/12/05
011,12:52:05.6355 PM,2023/12/05
012,12:52:05.7906 PM,2023/12/05
013,12:52:05.9361 PM,2023/12/05
