Cylinder #, Time Hit, Date
006,12:44:20.0224 PM,2023/12/03
007,12:44:20.5218 PM,2023/12/03
008,12:44:20.6904 PM,2023/12/03
010,12:44:21.2770 PM,2023/12/03
009,12:44:21.5212 PM,2023/12/03
011,12:44:22.8437 PM,2023/12/03
012,12:44:23.2884 PM,2023/12/03
013,12:44:24.6432 PM,2023/12/03
014,12:44:25.5091 PM,2023/12/03
015,12:44:25.7981 PM,2023/12/03
016,12:44:26.2535 PM,2023/12/03
017,12:44:26.5981 PM,2023/12/03
075,12:44:26.6215 PM,2023/12/03
073,12:44:27.5199 PM,2023/12/03
074,12:44:28.2085 PM,2023/12/03
072,12:44:28.9085 PM,2023/12/03
059,12:44:29.0230 PM,2023/12/03
071,12:44:29.2752 PM,2023/12/03
070,12:44:29.8874 PM,2023/12/03
069,12:44:30.2084 PM,2023/12/03
068,12:44:31.5750 PM,2023/12/03
067,12:44:31.9537 PM,2023/12/03
066,12:44:33.1864 PM,2023/12/03
065,12:44:33.7094 PM,2023/12/03
064,12:44:34.0915 PM,2023/12/03
063,12:44:34.4201 PM,2023/12/03
062,12:44:34.7427 PM,2023/12/03
061,12:44:35.1027 PM,2023/12/03
060,12:44:35.4017 PM,2023/12/03
058,12:44:35.9254 PM,2023/12/03
057,12:44:36.3035 PM,2023/12/03
056,12:44:36.6151 PM,2023/12/03
055,12:44:37.0256 PM,2023/12/03
054,12:44:37.4143 PM,2023/12/03
053,12:44:38.0124 PM,2023/12/03
052,12:44:38.3245 PM,2023/12/03
051,12:44:38.9691 PM,2023/12/03
046,12:44:40.1247 PM,2023/12/03
050,12:44:40.2354 PM,2023/12/03
049,12:44:40.6364 PM,2023/12/03
048,12:44:40.9365 PM,2023/12/03
047,12:44:41.2132 PM,2023/12/03
045,12:44:41.8131 PM,2023/12/03
044,12:44:42.7919 PM,2023/12/03
043,12:44:43.0627 PM,2023/12/03
042,12:44:44.0354 PM,2023/12/03
041,12:44:44.3465 PM,2023/12/03
040,12:44:44.8251 PM,2023/12/03
038,12:44:45.1805 PM,2023/12/03
037,12:44:45.5675 PM,2023/12/03
036,12:44:45.8898 PM,2023/12/03
035,12:44:46.2784 PM,2023/12/03
034,12:44:46.7673 PM,2023/12/03
033,12:44:47.2674 PM,2023/12/03
032,12:44:48.5230 PM,2023/12/03
031,12:44:48.9454 PM,2023/12/03
030,12:44:49.4225 PM,2023/12/03
029,12:44:49.7452 PM,2023/12/03
028,12:44:50.1897 PM,2023/12/03
027,12:44:50.6005 PM,2023/12/03
026,12:44:50.9786 PM,2023/12/03
025,12:44:51.5667 PM,2023/12/03
024,12:44:52.1673 PM,2023/12/03
023,12:44:52.7563 PM,2023/12/03
022,12:44:53.2562 PM,2023/12/03
021,12:44:53.6905 PM,2023/12/03
019,12:44:54.4892 PM,2023/12/03
020,12:44:54.5562 PM,2023/12/03
018,12:44:55.9004 PM,2023/12/03
076,12:44:56.4888 PM,2023/12/03
077,12:44:56.8566 PM,2023/12/03
078,12:44:57.2783 PM,2023/12/03
079,12:44:57.8007 PM,2023/12/03
080,12:44:58.2013 PM,2023/12/03
081,12:44:58.6573 PM,2023/12/03
082,12:44:59.9122 PM,2023/12/03
083,12:45:00.9587 PM,2023/12/03
084,12:45:01.5365 PM,2023/12/03
086,12:45:02.7245 PM,2023/12/03
085,12:45:03.2539 PM,2023/12/03
087,12:45:04.3095 PM,2023/12/03
088,12:45:04.7196 PM,2023/12/03
089,12:45:05.1203 PM,2023/12/03
090,12:45:05.4543 PM,2023/12/03
091,12:45:05.6764 PM,2023/12/03
001,12:45:06.5987 PM,2023/12/03
002,12:45:07.0318 PM,2023/12/03
003,12:45:07.3755 PM,2023/12/03
004,12:45:07.7208 PM,2023/12/03
005,12:45:08.0432 PM,2023/12/03
